,Profession,Female BiasedDB,Male BiasedDB,Prediction BiasedDB,Female DebiasedDB,Male DebiasedDB,Prediction DebiasedDB
79,spokeswomen,0.5437269549494286,0.45627304505057137,female,0.5600742933205315,0.4399257066794685,female
80,daddies,0.5448640880414807,0.4551359119585193,female,0.5536188307314389,0.44638116926856103,female
81,bellboys,0.09618141088432197,0.903818589115678,male,0.10435103649114763,0.8956489635088524,male
82,clitoris,0.6487167744189097,0.35128322558109026,female,0.6738997377779075,0.3261002622220925,female
83,testosterone,0.08256902337230665,0.9174309766276934,male,0.09827003666536627,0.9017299633346337,male
84,macho,0.32880055764160954,0.6711994423583905,male,0.3070236121476939,0.6929763878523061,male
85,maidservant,0.8114374999933673,0.1885625000066326,female,0.8023715137488027,0.19762848625119736,female
86,grooms,0.5649446506368788,0.4350553493631212,female,0.5770094188852642,0.42299058111473575,female
87,bridegroom,0.18744428880976405,0.812555711190236,male,0.17796236540185828,0.8220376345981417,male
88,his,0.0011592652691936323,0.9988407347308064,male,0.002822673351934757,0.9971773266480652,male
89,motherhood,0.6812860543397037,0.31871394566029626,female,0.6713671542663573,0.32863284573364276,female
90,feminism,0.12578327879726725,0.8742167212027327,male,0.12302398518499791,0.8769760148150021,male
91,chairmen,0.707830030631942,0.2921699693680579,female,0.7349734565073709,0.2650265434926291,female
92,cow,0.016807324077402264,0.9831926759225977,male,0.026683266397243832,0.9733167336027562,male
93,sistren,0.636247058176274,0.363752941823726,female,0.5772935471112535,0.4227064528887465,female
94,spokeswoman,0.6130355325067063,0.3869644674932938,female,0.6040832164186078,0.3959167835813922,female
95,horsemen,0.6245635340606703,0.37543646593932967,female,0.5962288974732409,0.4037711025267591,female
96,penis,0.2808411915649973,0.7191588084350027,male,0.2918456457801071,0.7081543542198929,male
97,grandma,0.31173570012269947,0.6882642998773005,male,0.3498917728774188,0.6501082271225812,male
98,brotherhood,0.8518887057157578,0.14811129428424213,female,0.8698127258924171,0.1301872741075829,female
99,he,0.7437020123487945,0.25629798765120543,female,0.8693666614665241,0.13063333853347586,female
100,son,0.8077522351724976,0.19224776482750242,female,0.7644438846015804,0.23555611539841959,female
101,fathered,0.17102919117519721,0.8289708088248028,male,0.21038718536474743,0.7896128146352526,male
102,lesbians,0.7704575604862255,0.22954243951377454,female,0.7936110851714725,0.20638891482852748,female
103,housewives,0.7365611669418375,0.26343883305816246,female,0.7256434190503906,0.27435658094960935,female
104,governors,0.6666565421840244,0.33334345781597563,female,0.6769871797683145,0.3230128202316855,female
105,her,0.0077605827712668995,0.9922394172287331,male,0.008252823934129405,0.9917471760658706,male
106,lion,0.19339104017191078,0.8066089598280892,male,0.19188303070173007,0.8081169692982699,male
107,mrs.,0.5597668338639853,0.4402331661360147,female,0.5823169849531673,0.41768301504683275,female
108,countryman,0.33442602351863826,0.6655739764813617,male,0.3048189612724366,0.6951810387275634,male
109,hen,0.5434386868389537,0.4565613131610463,female,0.518032930898662,0.481967069101338,female
110,men,0.065486690432631,0.934513309567369,male,0.078038589178553,0.921961410821447,male
111,gay,0.465925723582964,0.534074276417036,male,0.4849658888035496,0.5150341111964504,male
112,granddaughter,0.36656935293180404,0.633430647068196,male,0.4156317740774519,0.5843682259225481,male
113,strongwoman,0.017597624019054514,0.9824023759809455,male,0.014359268168088524,0.9856407318319115,male
114,actresses,0.2645606539067413,0.7354393460932587,male,0.2575569298940872,0.7424430701059128,male
115,beau,0.22955521048813599,0.770444789511864,male,0.26586993783081736,0.7341300621691826,male
116,bachelors,0.2660080844082512,0.7339919155917488,male,0.22570467324854837,0.7742953267514516,male
117,wenches,0.7770409926866692,0.22295900731333088,female,0.759638362644753,0.24036163735524696,female
118,granddaughters,0.14226377872555984,0.8577362212744402,male,0.13719241106091873,0.8628075889390813,male
119,monastery,0.2902478848340565,0.7097521151659435,male,0.2632180400693698,0.7367819599306302,male
120,saleswoman,0.611314187297713,0.388685812702287,female,0.6223876916002109,0.37761230839978915,female
121,stepdaughter,0.5884080651595198,0.41159193484048023,female,0.5571773932297333,0.44282260677026675,female
122,cialis,0.4537057562074607,0.5462942437925393,male,0.44727099159004935,0.5527290084099507,male
123,stepfather,0.7922941385526148,0.20770586144738518,female,0.8842896847459724,0.11571031525402768,female
124,estradiol,0.6423920756989615,0.3576079243010385,female,0.5808915899773173,0.4191084100226827,female
125,waitresses,0.9576750314695182,0.04232496853048183,female,0.9480009894937818,0.05199901050621819,female
126,herself,0.6579041980622125,0.3420958019377875,female,0.6464316148447946,0.35356838515520533,female
127,uncles,0.3147435017957685,0.6852564982042315,male,0.29242957434413275,0.7075704256558673,male
128,statesman,0.5843246825888577,0.41567531741114233,female,0.6195070130913529,0.380492986908647,female
129,chicks,0.0659699963013155,0.9340300036986845,male,0.06967997090979872,0.9303200290902013,male
130,guys,0.5183496064149857,0.48165039358501427,female,0.5352897609529677,0.46471023904703235,female
131,airwoman,0.8121859813789893,0.1878140186210106,female,0.8209238066089997,0.1790761933910003,female
132,househusband,0.4573379683733694,0.5426620316266306,male,0.4310841266906761,0.5689158733093239,male
133,prince,0.429278908286327,0.570721091713673,male,0.43028268047364326,0.5697173195263567,male
134,female_ejaculation,0.9080370195332591,0.09196298046674085,female,0.9024288657045423,0.09757113429545769,female
135,adultresses,0.6117724934999398,0.38822750650006027,female,0.620196907445175,0.37980309255482503,female
136,maternal,0.7512517547426342,0.24874824525736586,female,0.7801775836795083,0.21982241632049174,female
137,airmen,0.4767142585391583,0.5232857414608417,male,0.47515734881862637,0.5248426511813736,male
138,chick,0.8412641301619633,0.15873586983803664,female,0.8675207184610612,0.1324792815389388,female
139,lads,0.18837118898367788,0.8116288110163221,male,0.2196622994099866,0.7803377005900134,male
140,godfather,0.1577609816565193,0.8422390183434807,male,0.1970444727761349,0.8029555272238651,male
141,fiances,0.4163005702455902,0.5836994297544098,male,0.3552315874335197,0.6447684125664803,male
142,widower,0.4926153126638272,0.5073846873361728,male,0.4869571558574666,0.5130428441425334,male
143,fraternity,0.43745697782056625,0.5625430221794337,male,0.4674700042256311,0.5325299957743689,male
144,girlhood,0.10541753577249002,0.89458246422751,male,0.09653045239758473,0.9034695476024153,male
145,saleswomen,0.16996539720472892,0.8300346027952711,male,0.19802739123729995,0.8019726087627,male
146,mothered,0.8623704429317922,0.13762955706820784,female,0.8625336584240301,0.1374663415759699,female
147,countrymen,0.39276834993334186,0.6072316500666581,male,0.4178635354632242,0.5821364645367758,male
148,dukes,0.8402714184204402,0.15972858157955983,female,0.8422607352640559,0.15773926473594416,female
149,empress,0.5169814841033766,0.4830185158966233,female,0.5518998158861796,0.4481001841138204,female
150,sorcerers,0.09295688932314772,0.9070431106768523,male,0.10599935642781555,0.8940006435721845,male
151,masculism,0.8233059783265619,0.17669402167343803,female,0.7996720514113753,0.20032794858862463,female
152,baron,0.9847891824730306,0.015210817526969424,female,0.98472166907863,0.015278330921369937,female
153,gods,0.971509388668787,0.028490611331212966,female,0.9720279175016826,0.027972082498317345,female
154,brides,0.5227229093915854,0.4772770906084146,female,0.5183162694185617,0.48168373058143826,female
155,barman,0.20033429306907824,0.7996657069309218,male,0.18137028786785248,0.8186297121321475,male
156,girlfriends,0.5552373500807639,0.4447626499192361,female,0.5516608395385838,0.4483391604614162,female
157,uterus,0.7431411868870313,0.25685881311296865,female,0.7457055098965637,0.25429449010343624,female
158,king,0.3879775091870781,0.6120224908129219,male,0.3871606714635051,0.6128393285364949,male
159,lord,0.6355877670554015,0.3644122329445984,female,0.6442404104072642,0.3557595895927358,female
160,patriarch,0.8189004609184234,0.18109953908157658,female,0.802960784236095,0.197039215763905,female
161,belle,0.985482677966737,0.014517322033262984,female,0.988052038950457,0.011947961049543003,female
162,busboys,0.7947615902492036,0.20523840975079644,female,0.7482414556669301,0.25175854433306993,female
163,busgirls,0.4688348190797884,0.5311651809202116,male,0.4627928108333187,0.5372071891666813,male
164,gentlemen,0.29098897106757793,0.7090110289324221,male,0.32279439043695324,0.6772056095630468,male
165,brothers,0.12435095282652864,0.8756490471734714,male,0.13016984985413804,0.869830150145862,male
166,adultors,0.2667591106020264,0.7332408893979736,male,0.2231523481448926,0.7768476518551074,male
167,skene_gland,0.9045801812731087,0.09541981872689126,female,0.883163509787696,0.11683649021230397,female
168,dude,0.32578091011178933,0.6742190898882107,male,0.3191985170715339,0.6808014829284661,male
169,wizard,0.937565340357366,0.062434659642633936,female,0.9424749773307104,0.05752502266928957,female
170,host,0.684983940513076,0.315016059486924,female,0.6887649379271616,0.3112350620728383,female
171,prostatic_utricle,0.9479215871659578,0.0520784128340422,female,0.9259415239400618,0.07405847605993825,female
172,hostess,0.639255978020409,0.36074402197959105,female,0.6656413891351307,0.3343586108648693,female
173,steward,0.13843934716301676,0.8615606528369832,male,0.1399128573570123,0.8600871426429877,male
174,duchesses,0.7563178143139435,0.24368218568605648,female,0.7461748033597742,0.25382519664022585,female
175,fiance,0.7133133533837808,0.2866866466162192,female,0.6735404595316087,0.3264595404683913,female
176,ladies,0.933019334168216,0.06698066583178401,female,0.9362691498060457,0.0637308501939543,female
177,dudes,0.7814462041948241,0.21855379580517584,female,0.7476513975478785,0.2523486024521216,female
178,lad,0.34437894147083803,0.655621058529162,male,0.3740165799397125,0.6259834200602875,male
179,gentleman,0.5572473323558598,0.4427526676441402,female,0.530976880395857,0.469023119604143,female
180,ballet_dancer,0.1978083468829227,0.8021916531170773,male,0.21702775847423494,0.7829722415257651,male
181,husbands,0.5466385606954238,0.45336143930457623,female,0.5437535566662062,0.4562464433337938,female
182,lady,0.5768318734025102,0.4231681265974898,female,0.5836429211596897,0.41635707884031026,female
183,horsewomen,0.26399170315861864,0.7360082968413814,male,0.2684887411154713,0.7315112588845287,male
184,czarina,0.3235571737351979,0.6764428262648021,male,0.319706556526803,0.680293443473197,male
185,seamstress,0.8905328150802461,0.10946718491975388,female,0.8957945034096917,0.1042054965903083,female
186,menopause,0.9679367271129423,0.03206327288705763,female,0.9612726923963583,0.038727307603641764,female
187,masseurs,0.7027946087025708,0.2972053912974292,female,0.6657200971798636,0.3342799028201365,female
188,studs,0.29760466692336507,0.7023953330766349,male,0.32285344675085725,0.6771465532491427,male
189,brother,0.36373809338684393,0.6362619066131561,male,0.3314631628829763,0.6685368371170237,male
190,prostate,0.3840369082852818,0.6159630917147182,male,0.3876429835303038,0.6123570164696962,male
191,handywoman,0.31431440366654917,0.6856855963334508,male,0.32932776326198654,0.6706722367380135,male
192,grandpa,0.42426267343809654,0.5757373265619035,male,0.41944566127271254,0.5805543387272875,male
193,bull,0.34657384976899963,0.6534261502310004,male,0.35815112715716835,0.6418488728428317,male
194,fellas,0.556953701202721,0.4430462987972789,female,0.5053265731158336,0.4946734268841663,female
195,schoolgirl,0.5354603662652604,0.4645396337347396,female,0.48134683331408956,0.5186531666859104,male
196,sorceress,0.8657158874076425,0.13428411259235745,female,0.8679578302706189,0.13204216972938113,female
197,landlords,0.26291760697670663,0.7370823930232934,male,0.328117153066236,0.671882846933764,male
198,widowers,0.2262672111902726,0.7737327888097274,male,0.20474620367915808,0.7952537963208419,male
199,daddy,0.12786470378296355,0.8721352962170364,male,0.13281817781468186,0.8671818221853181,male
200,guy,0.5011473677086491,0.4988526322913509,female,0.4927883078870561,0.5072116921129439,male
201,mr.,0.6526372497839483,0.3473627502160516,female,0.6449711547831207,0.35502884521687933,female
202,barons,0.598962902589804,0.40103709741019605,female,0.6285041344077293,0.3714958655922707,female
203,maid,0.8508428424981355,0.1491571575018645,female,0.8448609280138916,0.1551390719861084,female
204,pa,0.8780938511167422,0.12190614888325785,female,0.8065688688498487,0.19343113115015126,female
205,witches,0.5760182261250391,0.42398177387496094,female,0.6356020288430078,0.36439797115699224,female
206,barmen,0.36622989632559444,0.6337701036744056,male,0.36124302274994413,0.6387569772500559,male
207,hens,0.30052095780019594,0.6994790421998041,male,0.33568987193729494,0.6643101280627051,male
208,hostesses,0.4453311922666282,0.5546688077333718,male,0.4644533120455522,0.5355466879544478,male
209,menservants,0.532720271045666,0.46727972895433395,female,0.5909977735021141,0.40900222649788587,female
210,man,0.0964715321875722,0.9035284678124278,male,0.15894029706563761,0.8410597029343624,male
211,enchanter,0.047154707434081455,0.9528452925659185,male,0.05928259516523038,0.9407174048347696,male
212,minxes,0.9456364008733323,0.05436359912666771,female,0.9432668589901084,0.05673314100989157,female
213,toques,0.4235566019012763,0.5764433980987237,male,0.5129657529384621,0.48703424706153786,female
214,daughters,0.10915390545652393,0.8908460945434761,male,0.11473784655104824,0.8852621534489518,male
215,businesswoman,0.4253273079232429,0.5746726920767571,male,0.4372392731790482,0.5627607268209518,male
216,suitress,0.7223298325544172,0.2776701674455828,female,0.7203424093758092,0.2796575906241908,female
217,monk,0.48074612896511426,0.5192538710348857,male,0.5181771458483062,0.48182285415169374,female
218,councilman,0.4000491889455212,0.5999508110544788,male,0.4303681301366221,0.5696318698633779,male
219,cowboy,0.32202765454369975,0.6779723454563003,male,0.3314920736148175,0.6685079263851825,male
220,barnoesses,0.1947980461495744,0.8052019538504256,male,0.1766681407365318,0.8233318592634682,male
221,bloke,0.25213224620828045,0.7478677537917195,male,0.2892253671794377,0.7107746328205623,male
222,landlady,0.5362233767600122,0.46377662323998775,female,0.5307459354143853,0.4692540645856147,female
223,ma'am,0.9626298889370384,0.03737011106296162,female,0.9459411777897282,0.05405882221027175,female
224,aunts,0.863593279487835,0.136406720512165,female,0.8862867943210082,0.11371320567899176,female
225,mothers,0.4632239241273548,0.5367760758726452,male,0.45038934622443916,0.5496106537755608,male
226,househusbands,0.906673305145069,0.0933266948549309,female,0.9091248322185687,0.09087516778143133,female
227,beard,0.9426138439590471,0.057386156040952825,female,0.923048588175696,0.07695141182430396,female
228,mama,0.7485526712713975,0.25144732872860254,female,0.7096245364113248,0.29037546358867516,female
229,marquis,0.6088621365136327,0.39113786348636725,female,0.626010563065214,0.37398943693478603,female
230,gals,0.48090350768466095,0.519096492315339,male,0.4890873608100721,0.5109126391899279,male
231,rooster,0.0723928544775081,0.9276071455224919,male,0.08785699004751202,0.912143009952488,male
232,doe,0.251954598427387,0.748045401572613,male,0.27589587853700615,0.7241041214629939,male
233,divo,0.3980073742963637,0.6019926257036363,male,0.405413117912105,0.594586882087895,male
234,stepson,0.6180251659590539,0.38197483404094607,female,0.5809825618115971,0.4190174381884028,female
235,lass,0.6952727880222358,0.30472721197776415,female,0.6884235836363777,0.31157641636362227,female
236,boyfriends,0.18076013250954948,0.8192398674904505,male,0.1659666611674705,0.8340333388325295,male
237,camerawomen,0.2219180796932162,0.7780819203067838,male,0.2124378931728279,0.7875621068271721,male
238,sorcerer,0.26852384254036543,0.7314761574596346,male,0.2637666261809861,0.7362333738190139,male
239,gelding,0.22783881758763602,0.772161182412364,male,0.24894969637884856,0.7510503036211514,male
240,priestess,0.789021140047591,0.21097885995240898,female,0.7911350061833489,0.20886499381665108,female
241,andrology,0.38262214891645385,0.6173778510835461,male,0.43104324082694145,0.5689567591730585,male
242,fiancee,0.8761589570255736,0.1238410429744264,female,0.8919598453687289,0.10804015463127113,female
243,brideprice,0.2999605363830049,0.7000394636169951,male,0.23562452944881285,0.7643754705511872,male
244,dad,0.03171199393277946,0.9682880060672205,male,0.03749650512323355,0.9625034948767665,male
245,himself,0.696140040061983,0.30385995993801695,female,0.7189913633282339,0.2810086366717662,female
246,congresswoman,0.5779331549587565,0.4220668450412435,female,0.6110054205319477,0.3889945794680522,female
247,dowry,0.7072186380709178,0.2927813619290823,female,0.6672481299061157,0.33275187009388424,female
248,stepmothers,0.7704400206231699,0.2295599793768302,female,0.781458917026348,0.218541082973652,female
249,cowgirl,0.23153211732007484,0.7684678826799252,male,0.2307973631507645,0.7692026368492355,male
250,grandmother,0.5375106863949951,0.4624893136050049,female,0.456540244674404,0.543459755325596,male
251,abbesses,0.8751346624070873,0.12486533759291275,female,0.8554667309313662,0.14453326906863387,female
252,wizards,0.6913218617065653,0.3086781382934347,female,0.6576520611947334,0.34234793880526665,female
253,spinster,0.77199878695482,0.22800121304517998,female,0.7476922995589195,0.25230770044108053,female
254,priests,0.5787843152801517,0.4212156847198482,female,0.6373039965858079,0.36269600341419206,female
255,hero,0.24741662482017368,0.7525833751798263,male,0.21549781265220758,0.7845021873477924,male
256,headmistress,0.8555794508188062,0.14442054918119387,female,0.8562528858725065,0.14374711412749355,female
257,abbots,0.2944016577604124,0.7055983422395876,male,0.2593077914639027,0.7406922085360973,male
258,obstetrics,0.22345821140158906,0.7765417885984109,male,0.1788765804689969,0.8211234195310031,male
259,stepsons,0.06489321991649777,0.9351067800835022,male,0.053736337628038755,0.9462636623719612,male
260,masseur,0.7999111268797723,0.20008887312022766,female,0.8062698639019867,0.19373013609801323,female
261,enchantress,0.6335327955093438,0.3664672044906562,female,0.6331908066345022,0.3668091933654977,female
262,businessmen,0.1005539922124733,0.8994460077875267,male,0.1120536978266925,0.8879463021733075,male
263,girls,0.5650293820088474,0.4349706179911526,female,0.5563913808725297,0.4436086191274703,female
264,masseuses,0.929136286827703,0.07086371317229698,female,0.907490928412463,0.09250907158753702,female
265,queen,0.8197851815420423,0.1802148184579577,female,0.8131272990203938,0.18687270097960615,female
266,spokesmen,0.33947959496417324,0.6605204050358268,male,0.3466301672392237,0.6533698327607763,male
267,girl,0.0738925151343256,0.9261074848656744,male,0.07964478574727629,0.9203552142527237,male
268,waiter,0.045076717940950806,0.9549232820590492,male,0.045306334991816466,0.9546936650081835,male
269,airman,0.25852108541041885,0.7414789145895812,male,0.24874505469997243,0.7512549453000276,male
270,adultress,0.3680831048278691,0.6319168951721309,male,0.3705301070382163,0.6294698929617837,male
271,goddess,0.8597420992119327,0.14025790078806735,female,0.8541321248808019,0.14586787511919808,female
272,mom,0.5485650261901964,0.45143497380980363,female,0.5277092136724837,0.47229078632751637,female
273,nephews,0.4096450467073439,0.5903549532926561,male,0.4392384276776836,0.5607615723223164,male
274,fraternities,0.8859497402354342,0.11405025976456586,female,0.899125554638611,0.100874445361389,female
275,filly,0.7278191208704117,0.2721808791295883,female,0.6851171259845458,0.31488287401545423,female
276,ma,0.5696860843696339,0.4303139156303662,female,0.5518249460455935,0.4481750539544065,female
277,viagra,0.5855849634022443,0.41441503659775575,female,0.5668349120763385,0.43316508792366143,female
278,bellgirls,0.8152766911274478,0.18472330887255217,female,0.8260987036562981,0.17390129634370188,female
279,czar,0.4504834159421811,0.5495165840578189,male,0.45816771629933484,0.5418322837006652,male
280,maidservants,0.5854818792735406,0.4145181207264594,female,0.6159472225950942,0.38405277740490584,female
281,grandmothers,0.24294093401954941,0.7570590659804506,male,0.22225406670282422,0.7777459332971758,male
282,mommies,0.8749458779240615,0.1250541220759384,female,0.856077878304545,0.143922121695455,female
283,sororal,0.97542491401638,0.024575085983620057,female,0.9797260434592792,0.020273956540720783,female
284,witch,0.5121173485923575,0.48788265140764253,female,0.5533872228906571,0.4466127771093429,female
285,councilmen,0.3906784760532196,0.6093215239467804,male,0.38068037597077653,0.6193196240292235,male
286,gays,0.7779133302911041,0.22208666970889585,female,0.7031702474358716,0.2968297525641284,female
287,stepfathers,0.30513233239187465,0.6948676676081254,male,0.31576243662811476,0.6842375633718852,male
288,priestesses,0.6323936916255662,0.36760630837443375,female,0.620408278701529,0.3795917212984709,female
289,hers,0.48589356836302144,0.5141064316369786,male,0.40382570908641524,0.5961742909135848,male
290,camerawoman,0.6004484928439364,0.39955150715606363,female,0.6147662102383651,0.3852337897616349,female
291,fathers,0.08925678781335356,0.9107432121866464,male,0.0890799957181192,0.9109200042818808,male
292,emperors,0.6235746121716121,0.3764253878283879,female,0.627455535470182,0.37254446452981804,female
293,roosters,0.22665043892256043,0.7733495610774396,male,0.29954125279635857,0.7004587472036414,male
294,barbershop,0.35589653003571387,0.6441034699642861,male,0.3723786122898677,0.6276213877101323,male
295,stepmother,0.7118589491116961,0.2881410508883039,female,0.7301351304295425,0.2698648695704576,female
296,kings,0.24560597540324336,0.7543940245967566,male,0.2359172052358932,0.7640827947641068,male
297,mistresses,0.9136287829726041,0.08637121702739596,female,0.9031090867575204,0.09689091324247955,female
298,she,0.7184962124388634,0.28150378756113664,female,0.697179662778903,0.302820337221097,female
299,sorceresses,0.5706957448431607,0.4293042551568394,female,0.5278684058618957,0.4721315941381044,female
300,busboy,0.7083024565826006,0.29169754341739945,female,0.6921549431169318,0.3078450568830682,female
301,businesswomen,0.35131414227681046,0.6486858577231895,male,0.35615934200236654,0.6438406579976335,male
