,Profession,Female BiasedDB,Male BiasedDB,Prediction BiasedDB,Female DebiasedDB,Male DebiasedDB,Prediction DebiasedDB
51,widowers,0.1425552819882783,0.857444718011722,male,0.3182472669494047,0.6817527330505952,male
52,brides,0.9771571417665704,0.022842858233429512,female,0.6426026300706323,0.35739736992936766,female
53,nieces,0.8948675971626461,0.10513240283735382,female,0.6388777708103376,0.36112222918966247,female
54,wizards,0.021097174831405836,0.9789028251685944,male,0.2831529384313522,0.7168470615686476,male
55,fiance,0.7700108289066954,0.2299891710933046,female,0.6831593644084406,0.3168406355915594,female
56,ballerina,0.9929571120020001,0.007042887997999864,female,0.7756829706741498,0.22431702932585013,female
57,busgirls,0.9629836749602384,0.03701632503976151,female,0.7324272361418697,0.26757276385813045,female
58,gals,0.7302580944283315,0.26974190557166833,female,0.2625060543846547,0.7374939456153454,male
59,handywoman,0.8900284827520004,0.10997151724799972,female,0.46861031646219914,0.5313896835378008,female
60,chicks,0.8662628217635282,0.1337371782364718,female,0.47433517395027125,0.5256648260497286,female
61,prostate,0.019927328540768056,0.9800726714592319,male,0.44596956946700544,0.5540304305329944,male
62,lord,0.016454269278871315,0.9835457307211288,male,0.231919933200031,0.7680800667999691,male
63,stailor,0.5765675537548951,0.42343244624510495,female,0.5438429610232084,0.45615703897679166,female
64,sisters,0.9881246258237699,0.011875374176230033,female,0.7133721588290317,0.28662784117096834,female
65,paternal,0.16663090726051352,0.8333690927394863,male,0.4647757480543144,0.5352242519456858,female
66,abbesses,0.9771710321436554,0.02282896785634462,female,0.7343842396630692,0.26561576033693085,female
67,gays,0.016470883089873392,0.9835291169101267,male,0.1895562155288203,0.8104437844711799,male
68,barnoesses,0.9300807131574841,0.06991928684251597,female,0.6970453947277406,0.30295460527225926,female
69,gents,0.016438510108549156,0.9835614898914508,male,0.1895443049701951,0.8104556950298046,male
70,maiden,0.9543772989992368,0.04562270100076318,female,0.5813083676518118,0.41869163234818807,female
71,skene_gland,0.8914090265874479,0.10859097341255183,female,0.7337143007794358,0.26628569922056455,female
72,fiancee,0.8423136472526712,0.15768635274732903,female,0.735681210712983,0.2643187892870171,female
73,salesmen,0.03758133084384433,0.9624186691561558,male,0.3822657960916606,0.6177342039083393,male
74,deer,0.2140068540138658,0.7859931459861343,male,0.3247772767627901,0.67522272323721,male
75,female,0.9771773401013332,0.022822659898666844,female,0.6705865784454683,0.3294134215545318,female
76,minxes,0.9798843013997667,0.020115698600233305,female,0.5551155832945819,0.444884416705418,female
77,baron,0.018065739212811602,0.9819342607871883,male,0.3718891559844092,0.6281108440155908,male
78,penis,0.016441868990128825,0.9835581310098711,male,0.22696749211606138,0.7730325078839386,male
79,enchanter,0.4408545670360623,0.5591454329639376,male,0.5854099873527402,0.41459001264725975,female
80,mother,0.9901367273860566,0.009863272613943175,female,0.76734947501159,0.23265052498841013,female
81,brideprice,0.8902085556350653,0.10979144436493475,female,0.647751139884785,0.352248860115215,female
82,chick,0.9575617053392779,0.04243829466072201,female,0.48114293922935625,0.5188570607706439,female
83,busgirl,0.9759900086347486,0.024009991365251483,female,0.7396556383600594,0.2603443616399407,female
84,king,0.019167907162264748,0.9808320928377352,male,0.5269428379558209,0.4730571620441789,female
85,uterus,0.9771810911904095,0.022818908809590508,female,0.7395848126683732,0.26041518733162705,female
86,seamstress',0.849445344599944,0.150554655400056,female,0.6681579259659092,0.3318420740340909,female
87,cameramen,0.05495031155351655,0.9450496884464834,male,0.3358298937922024,0.6641701062077977,male
88,enchantress,0.9891965514477556,0.010803448552244323,female,0.7846266517987669,0.21537334820123322,female
89,mothers,0.987106400979757,0.01289359902024301,female,0.7037979125071097,0.2962020874928903,female
90,priest,0.01646660593125691,0.9835333940687431,male,0.38867718229790943,0.6113228177020904,male
91,lass,0.9771674839223916,0.02283251607760837,female,0.626107663578836,0.373892336421164,female
92,granddaughter,0.9652134925776434,0.034786507422356554,female,0.7704658227838104,0.2295341772161893,female
93,abbot,0.016479207988581053,0.9835207920114191,male,0.27561507876732527,0.7243849212326745,male
94,fathered,0.049103199849884926,0.9508968001501151,male,0.6180717680375848,0.3819282319624152,female
95,lords,0.011727871946106071,0.9882721280538939,male,0.258328702086326,0.7416712979136739,male
96,airwomen,0.9346145623288185,0.06538543767118135,female,0.5871510057263524,0.4128489942736478,female
97,girlfriends,0.9072809840819993,0.09271901591800086,female,0.6894615265325075,0.3105384734674924,female
98,bridegroom,0.3464454268380404,0.6535545731619599,male,0.605954680016395,0.39404531998360504,female
99,belle,0.9213626282287993,0.07863737177120077,female,0.5639813028061739,0.4360186971938261,female
100,stepfathers,0.135460648956175,0.8645393510438251,male,0.5083983047483303,0.49160169525166975,female
101,dad,0.01647360085070974,0.9835263991492901,male,0.19724939404104813,0.8027506059589519,male
102,lions,0.14428981068729926,0.8557101893127009,male,0.46130480193947065,0.5386951980605293,female
103,colt,0.016478411527244788,0.9835215884727554,male,0.1895073485386029,0.8104926514613972,male
104,schoolgirl,0.9891095310160108,0.010890468983989113,female,0.7209233692966067,0.2790766307033934,female
105,governesses,0.9774238300797036,0.022576169920296422,female,0.7002470982226524,0.29975290177734765,female
106,actors,0.09608605682141008,0.9039139431785901,male,0.42979953719025754,0.5702004628097423,male
107,womb,0.9737080639768243,0.026291936023175665,female,0.6779962965750681,0.32200370342493206,female
108,pa,0.01646101556124129,0.9835389844387586,male,0.18951601984235306,0.8104839801576469,male
109,cowboy,0.03505499552973215,0.964945004470268,male,0.3596494736350528,0.6403505263649472,male
110,uncles,0.0075894720835339305,0.9924105279164661,male,0.4641392477560929,0.5358607522439073,female
111,nephew,0.008478212492286273,0.9915217875077139,male,0.6827861769433194,0.31721382305668056,female
112,seamstress,0.9700197815045434,0.02998021849545668,female,0.6452613293870031,0.3547386706129969,female
113,saleswoman,0.9793889145001851,0.020611085499815007,female,0.6682757442496124,0.33172425575038755,female
114,stepfather,0.3510179570883501,0.6489820429116497,male,0.6400287776977154,0.3599712223022848,female
115,fraternities,0.23451919624205603,0.765480803757944,male,0.5825923151535999,0.4174076848464002,female
116,sororities,0.9654502559718571,0.03454974402814309,female,0.6654432083225039,0.33455679167749597,female
117,blokes,0.0164676939399791,0.983532306060021,male,0.18944476067107652,0.8105552393289237,male
118,godmother,0.9771405894767016,0.02285941052329853,female,0.739587624515573,0.26041237548442703,female
119,godess,0.9806495039823483,0.019350496017651708,female,0.7395667947710881,0.26043320522891183,female
120,daddies,0.0409735802792998,0.9590264197207002,male,0.5130865116770942,0.486913488322906,female
121,father,0.011146214764426964,0.9888537852355732,male,0.5957920341500027,0.4042079658499973,female
122,bellgirl,0.9898492971714132,0.010150702828586837,female,0.7003111778224773,0.2996888221775226,female
123,patriarch,0.009267627449405267,0.9907323725505948,male,0.5,0.5,female
124,handyman,0.01646123041764158,0.9835387695823585,male,0.28089450209977346,0.7191054979002267,male
125,lady,0.9888462030755153,0.011153796924484764,female,0.570987884226653,0.4290121157733469,female
126,ma,0.9046118850288437,0.09538811497115628,female,0.5301987711427285,0.4698012288572712,female
127,countryman,0.020925873224497907,0.9790741267755021,male,0.5777932278538186,0.4222067721461813,female
128,masculism,0.30884943616178717,0.6911505638382129,male,0.4895589475798562,0.5104410524201438,female
129,marchioness,0.9908753515606725,0.009124648439327516,female,0.7822964904015784,0.21770350959842133,female
130,cows,0.22757547261681121,0.7724245273831887,male,0.31576682385224764,0.6842331761477524,male
131,landlady,0.9771219402959502,0.022878059704049908,female,0.6973233696290035,0.30267663037099646,female
132,brother,0.016454930629503827,0.9835450693704962,male,0.6296119414821887,0.37038805851781126,female
133,adultress,0.9641971516913277,0.03580284830867234,female,0.7706626586457106,0.2293373413542894,female
134,maidservants,0.9696958837090323,0.03030411629096776,female,0.7701219915122253,0.22987800848777476,female
135,queen,0.9820402104017039,0.017959789598296257,female,0.7396227432733454,0.2603772567266547,female
136,lasses,0.8534495067761108,0.14655049322388927,female,0.48931758618051435,0.5106824138194854,female
137,guy,0.015243208987392757,0.9847567910126072,male,0.20809007767501364,0.7919099223249864,male
138,barwomen,0.8715712385123933,0.12842876148760676,female,0.6895482479342988,0.31045175206570125,female
139,mentleman,0.5379753370595444,0.46202466294045574,female,0.5667806492886126,0.43321935071138745,female
140,masters,0.07324328968571804,0.926756710314282,male,0.5160902983426054,0.48390970165739455,female
141,mama,0.9771439113969259,0.022856088603073935,female,0.7396053984592061,0.2603946015407939,female
142,diva,0.977189166264975,0.02281083373502506,female,0.6672265031199941,0.33277349688000585,female
143,hostess,0.9975360131881599,0.002463986811840023,female,0.6725110901274706,0.3274889098725293,female
144,godesses,0.98678960654849,0.013210393451509986,female,0.74981376227015,0.25018623772985005,female
145,prince,0.016459475071818594,0.9835405249281814,male,0.5305062112806652,0.46949378871933467,female
146,hostesses,0.9935435659372379,0.006456434062762166,female,0.665516591462415,0.3344834085375849,female
147,tailor,0.016475684586174686,0.9835243154138253,male,0.29699643749544075,0.7030035625045592,male
148,waitress,0.9771886484056661,0.022811351594333836,female,0.588337106826317,0.4116628931736829,female
149,princes,0.03518535687229602,0.9648146431277043,male,0.5274595176334871,0.47254048236651286,female
150,doe,0.9227466669973747,0.0772533330026251,female,0.5558290038563279,0.44417099614367206,female
151,bellgirls,0.9873360972770258,0.012663902722974334,female,0.7148313093228057,0.28516869067719436,female
152,mrs.,0.9310912136469823,0.06890878635301766,female,0.5927522282017461,0.407247771798254,female
153,stateswoman,0.981600340935607,0.018399659064393017,female,0.635525938990643,0.3644740610093569,female
154,spokeswomen,0.9936419189906093,0.0063580810093907545,female,0.7588530385379971,0.2411469614620029,female
155,ma'am,0.8760802915309179,0.1239197084690818,female,0.7005736490025126,0.2994263509974874,female
156,sorceresses,0.9868706958914151,0.013129304108584863,female,0.7396084984405764,0.2603915015594239,female
157,gelding,0.01646238238257042,0.9835376176174296,male,0.28543617904089325,0.7145638209591066,male
158,maternity,0.98408973439418,0.015910265605820074,female,0.6823053126230011,0.3176946873769989,female
159,stewardesses,0.9663511214684876,0.033648878531512445,female,0.6920501014484504,0.30794989855154986,female
160,dudes,0.007125143153159318,0.9928748568468405,male,0.18958049485707051,0.8104195051429293,male
161,barwoman,0.7280884189298092,0.2719115810701908,female,0.7029466402226412,0.29705335977735886,female
162,beaus,0.8950477244312572,0.10495227556874281,female,0.4853931619587142,0.5146068380412857,female
163,widows,0.5165627715371318,0.4834372284628683,female,0.39028551951145646,0.6097144804885437,male
164,dads,0.03588418447097212,0.9641158155290278,male,0.24993433412983543,0.7500656658701647,male
165,master,0.03547425147590193,0.9645257485240981,male,0.5,0.5,female
166,feminism,0.9889383451363232,0.011061654863676884,female,0.6666734965573198,0.33332650344268017,female
167,baroness,0.984406086238542,0.015593913761457984,female,0.7395826733611748,0.26041732663882516,female
168,dukes,0.016453967018525556,0.9835460329814742,male,0.18953518735280278,0.8104648126471973,male
169,councilmen,0.03289733119863284,0.9671026688013672,male,0.421050900538911,0.578949099461089,male
170,stepdaughter,0.9620690393539887,0.03793096064601133,female,0.7396061138136031,0.2603938861863972,female
171,businesswomen,0.9634899409234019,0.036510059076598114,female,0.6253256181011263,0.37467438189887375,female
172,airman,0.01645050411354023,0.9835494958864596,male,0.22180060439125512,0.778199395608745,male
173,madam,0.9771383924300541,0.02286160756994592,female,0.7396021453494399,0.26039785465056026,female
174,headmistresses,0.9418575935769357,0.05814240642306432,female,0.7163976268832795,0.28360237311672026,female
175,dowry,0.6313410493560628,0.368658950643937,female,0.4192709701472339,0.5807290298527661,male
176,males,0.15279473716739578,0.8472052628326043,male,0.45290633343242886,0.5470936665675712,female
177,witch,0.9771617868711495,0.022838213128850614,female,0.6716516962065545,0.3283483037934455,female
178,cowgirl,0.9771466053842485,0.022853394615751595,female,0.6159189812310354,0.38408101876896467,female
179,husband,0.7944902727622205,0.20550972723777935,female,0.6832690790343636,0.3167309209656362,female
180,him,0.016469881963840825,0.9835301180361591,male,0.3100998789568403,0.6899001210431597,male
181,househusbands,0.669356152425167,0.33064384757483306,female,0.5794455183629541,0.42055448163704584,female
182,he,0.016476235853010123,0.9835237641469897,male,0.1895981750460529,0.8104018249539472,male
183,suitress,0.864356158276433,0.13564384172356703,female,0.6381204581629146,0.3618795418370854,female
184,heir,0.016480444085575113,0.9835195559144245,male,0.18946195281958395,0.8105380471804161,male
185,lioness,0.9927099005366629,0.00729009946333728,female,0.7677825208131576,0.2322174791868425,female
186,boy,0.05352908809789252,0.9464709119021072,male,0.4247901443178025,0.5752098556821976,male
187,beards,0.016241251110607806,0.983758748889392,male,0.18953101976928521,0.8104689802307147,male
188,cameraman,0.07015064578947075,0.9298493542105293,male,0.43816800375624715,0.561831996243753,male
189,sperm,0.016431442226249184,0.9835685577737506,male,0.18950595717423468,0.8104940428257653,male
190,mezzo,0.9771306605895128,0.022869339410487143,female,0.6816602631377195,0.3183397368622804,female
191,barbershop,0.05483627268717884,0.9451637273128212,male,0.4528441573581755,0.5471558426418244,female
192,sons,0.008207775192230158,0.9917922248077699,male,0.35360793309953403,0.6463920669004659,male
193,landlord,0.2754206955159382,0.7245793044840619,male,0.5080048151277848,0.49199518487221516,female
194,ovum,0.9234913539497348,0.07650864605026544,female,0.55443032149452,0.44556967850548007,female
195,strongwoman,0.9854334039772902,0.014566596022709828,female,0.7439897181474682,0.256010281852532,female
196,woman,0.9893128610579491,0.010687138942050816,female,0.7364851822271568,0.26351481777284336,female
197,sir,0.016454834206063355,0.9835451657939366,male,0.18953223118621804,0.810467768813782,male
198,her,0.9771794086582929,0.02282059134170722,female,0.5,0.5,female
199,granddaughters,0.9566908671783694,0.04330913282163056,female,0.7505543448097063,0.2494456551902938,female
200,god,0.01649101491178301,0.9835089850882172,male,0.18950943564001155,0.8104905643599885,male
201,sorcerers,0.17022201640833098,0.829777983591669,male,0.6007986573673613,0.39920134263263884,female
202,rooster,0.13441090690656118,0.8655890930934386,male,0.5344514873464672,0.46554851265353275,female
203,men,0.09157752574715547,0.9084224742528444,male,0.3375342079638691,0.662465792036131,male
204,cowboys,0.034327062010572625,0.9656729379894274,male,0.3661268955600732,0.6338731044399267,male
205,hens,0.9298738545802024,0.07012614541979759,female,0.5390184033099502,0.46098159669005,female
206,androgen,0.0270553246713148,0.972944675328685,male,0.3100565261389383,0.6899434738610616,male
207,lesbian,0.9908553951017067,0.009144604898293234,female,0.7395537690209718,0.26044623097902825,female
208,stallion,0.11729106061448173,0.8827089393855182,male,0.4748021575152377,0.5251978424847621,female
209,aunt,0.9771617848956597,0.022838215104340233,female,0.7106508711727588,0.28934912882724123,female
210,roosters,0.16005698501857193,0.8399430149814281,male,0.4802087965684498,0.5197912034315504,female
211,suitor,0.7621453840487274,0.2378546159512726,female,0.6489003553741799,0.35109964462582016,female
212,bachelorette,0.9771561265781918,0.02284387342180815,female,0.739510314673949,0.26048968532605105,female
213,grooms,0.03024526444595896,0.969754735554041,male,0.2620994412559382,0.7379005587440619,male
214,baritone,0.10864894936099893,0.8913510506390009,male,0.6035071316981203,0.3964928683018798,female
215,housewives,0.9491953598111886,0.05080464018881139,female,0.5841237334165422,0.4158762665834578,female
216,lads,0.016476520415533876,0.9835234795844664,male,0.1894499123298824,0.8105500876701177,male
217,manservant,0.15987449483214816,0.8401255051678518,male,0.6445704181918529,0.35542958180814704,female
218,councilwomen,0.854709908215904,0.1452900917840957,female,0.6539780257012086,0.34602197429879145,female
219,maid,0.764582511737041,0.23541748826295905,female,0.3724685997055311,0.6275314002944687,male
220,chairwomen,0.9789987989464771,0.02100120105352285,female,0.7396181671943055,0.2603818328056945,female
221,daughter,0.9820154188533967,0.017984581146603163,female,0.8092217940402275,0.19077820595977227,female
222,grandmother,0.9827400156624252,0.017259984337574735,female,0.7499713674963548,0.2500286325036449,female
223,viagra,0.7843254054393081,0.21567459456069182,female,0.548948235063957,0.4510517649360429,female
224,councilman,0.01645756845734208,0.9835424315426579,male,0.4392316584121772,0.5607683415878228,male
225,fella,0.0036920935243116024,0.9963079064756886,male,0.286094718596331,0.7139052814036688,male
226,female_ejaculation,0.8392931007832183,0.16070689921678152,female,0.7385764815930204,0.2614235184069796,female
227,lesbians,0.9771283974319679,0.022871602568032112,female,0.7395333024667151,0.2604666975332849,female
228,grandsons,0.06215731534383545,0.9378426846561647,male,0.639389402813905,0.36061059718609495,female
229,wives,0.18893830473329537,0.8110616952667046,male,0.4179687070693356,0.5820312929306645,male
230,grandpa,0.03620897973829028,0.9637910202617099,male,0.5612677188559209,0.43873228114407925,female
231,motherhood,0.994034437393445,0.005965562606554902,female,0.739501787989573,0.2604982120104273,female
232,adultor,0.6422844433761462,0.3577155566238539,female,0.591880154919107,0.40811984508089305,female
233,dude,0.00405621338602159,0.9959437866139782,male,0.18945578080027833,0.8105442191997217,male
234,spinster,0.9835252316963907,0.016474768303609326,female,0.5220548723277572,0.4779451276722428,female
235,girl,0.9911610490400045,0.008838950959995522,female,0.7337883109404103,0.26621168905958964,female
236,countrywoman,0.9950678351283871,0.004932164871612944,female,0.7395004040796955,0.26049959592030414,female
237,estrogen,0.8637097680674174,0.1362902319325825,female,0.5861023719024903,0.41389762809750974,female
238,gentleman,0.03671358025190815,0.9632864197480918,male,0.5309306239470325,0.46906937605296734,female
239,masseurs,0.0793889665775285,0.9206110334224714,male,0.3698816087818654,0.6301183912181346,male
240,miss,0.9322620696491769,0.06773793035082303,female,0.7113281516077797,0.2886718483922202,female
241,saleswomen,0.9771317830860037,0.022868216913996244,female,0.6641331607946855,0.33586683920531435,female
242,daughters,0.9505821329996512,0.04941786700034891,female,0.738806456140786,0.26119354385921406,female
243,ladies,0.9717114239237934,0.028288576076206537,female,0.6235754633754343,0.37642453662456576,female
244,chairmen,0.016447567455579223,0.9835524325444208,male,0.38235405076254675,0.6176459492374533,male
245,abbess,0.9771592572337953,0.022840742766204677,female,0.6282804669657087,0.37171953303429117,female
246,countrymen,0.08750234811526485,0.9124976518847352,male,0.6058329470233437,0.3941670529766565,female
247,boys,0.058146240249833205,0.9418537597501669,male,0.49470517618809323,0.5052948238119067,female
248,marquis,0.2363909241556875,0.7636090758443124,male,0.6242837794526725,0.3757162205473272,female
249,vagina,0.9759521319937059,0.024047868006294226,female,0.6457046833195423,0.35429531668045766,female
250,bellboy,0.016445199440189504,0.9835548005598103,male,0.30453659517764553,0.6954634048223546,male
251,papa,0.12568955118784347,0.8743104488121565,male,0.5530793149118426,0.4469206850881572,female
252,son,0.027460086445284557,0.9725399135547155,male,0.39622149618550595,0.6037785038144939,male
253,wizard,0.014790375507840552,0.9852096244921594,male,0.251509516349833,0.748490483650167,male
254,salesman,0.021961261504005774,0.9780387384959943,male,0.4630932270564924,0.5369067729435074,female
255,barons,0.008392446162205218,0.9916075538377949,male,0.22269592173895947,0.7773040782610404,male
256,grandma,0.9771830418789542,0.022816958121045908,female,0.7223519735405026,0.2776480264594973,female
257,sistren,0.47631301167519374,0.5236869883248062,female,0.4505477611686594,0.5494522388313405,female
258,waiter,0.051888793363541755,0.9481112066364583,male,0.38203788194063687,0.6179621180593632,male
259,bridegrooms,0.45430611335826865,0.5456938866417314,male,0.6105464607854675,0.3894535392145323,female
260,his,0.01646083096670644,0.9835391690332936,male,0.18949192722389416,0.8105080727761058,male
261,niece,0.9730337646848011,0.02696623531519891,female,0.7457840482773603,0.2542159517226398,female
262,congresswoman,0.9655379282567842,0.034462071743215764,female,0.7105290037028412,0.2894709962971589,female
263,prostatic_utricle,0.9328046626340184,0.06719533736598153,female,0.6716268959003208,0.32837310409967924,female
264,bride,0.956096144456181,0.04390385554381898,female,0.6250730016117113,0.3749269983882887,female
265,fillies,0.9771220677460277,0.02287793225397222,female,0.5794683670787081,0.42053163292129203,female
266,daddy,0.09885521068920203,0.9011447893107981,male,0.6456613418417537,0.3543386581582464,female
267,cow,0.1714239588900929,0.8285760411099071,male,0.25307198496362354,0.7469280150363765,male
268,himself,0.008982098213371757,0.9910179017866284,male,0.5699890702843272,0.4300109297156728,female
269,adultresses,0.9461492059929376,0.05385079400706249,female,0.7395520027051347,0.2604479972948653,female
270,divo,0.016479713300278916,0.983520286699721,male,0.18949599040768428,0.8105040095923162,male
271,chairman,0.007635938533216032,0.992364061466784,male,0.5059876420791666,0.4940123579208334,female
272,sister,0.9866344560838355,0.013365543916164482,female,0.7395606981093538,0.26043930189064635,female
273,stepmothers,0.9232320089245722,0.07676799107542771,female,0.63342886087094,0.3665711391290601,female
274,boyhood,0.005099631861151734,0.9949003681388482,male,0.48938954907657,0.5106104509234298,female
275,headmistress,0.9855211754910996,0.014478824508900343,female,0.737511852508214,0.2624881474917861,female
276,hen,0.2884624648151895,0.7115375351848107,male,0.28912001729019615,0.7108799827098037,male
277,grandfathers,0.06340398312758116,0.9365960168724186,male,0.5275377173560417,0.4724622826439585,female
278,women,0.9771316354748316,0.022868364525168307,female,0.7196585967650743,0.2803414032349259,female
279,aunts,0.9645968363350682,0.03540316366493181,female,0.6192551579141966,0.3807448420858033,female
280,landlords,0.29852339775012227,0.7014766022498775,male,0.45496945576148795,0.5450305442385119,female
281,busboy,0.016451228275619404,0.9835487717243806,male,0.18946078950216405,0.810539210497836,male
282,nuns,0.648622458137594,0.351377541862406,female,0.37362145439150396,0.6263785456084959,male
283,clitoris,0.9771640755122574,0.02283592448774273,female,0.7361296721901333,0.2638703278098668,female
284,toque,0.25004581958764527,0.7499541804123547,male,0.3387942559103967,0.6612057440896033,male
285,matriarch,0.9849128286863751,0.015087171313624949,female,0.6340810044485296,0.36591899555147045,female
286,moms,0.8766886852040273,0.12331131479597257,female,0.4539120024913362,0.5460879975086639,female
287,stud,0.024368480601900874,0.9756315193980991,male,0.22521142655582,0.77478857344418,male
288,fiances,0.4664894252962101,0.5335105747037898,female,0.4913716880121912,0.5086283119878089,female
289,priests,0.03462725265405973,0.9653727473459403,male,0.41690258468864383,0.5830974153113562,male
290,businessmen,0.021583199798956634,0.9784168002010434,male,0.47684280346601915,0.5231571965339807,female
291,chairwoman,0.9771526726201751,0.022847327379824842,female,0.7395591259539744,0.2604408740460257,female
292,testosterone,0.08317262037115856,0.9168273796288415,male,0.5818917846266426,0.41810821537335735,female
293,barmen,0.02266437536889599,0.9773356246311039,male,0.27663107021385236,0.7233689297861479,male
294,congressman,0.09068954252636473,0.9093104574736355,male,0.604904982319519,0.395095017680481,female
295,lion,0.1744139529310913,0.8255860470689087,male,0.34589205811838875,0.6541079418816111,male
296,hair_salon,0.8685598392081817,0.13144016079181833,female,0.6179921947427907,0.38200780525720934,female
297,filly,0.4617191951314665,0.5382808048685336,female,0.3006637524080308,0.6993362475919693,male
298,councilwoman,0.9124175135402356,0.0875824864597644,female,0.5906040845265296,0.40939591547347043,female
299,housewife,0.9723736350649883,0.027626364935011753,female,0.5900328599040392,0.40996714009596097,female
300,husbands,0.8245314980434305,0.17546850195656966,female,0.595160533704694,0.404839466295306,female
301,heroines,0.994979317972382,0.005020682027617944,female,0.6324010235458779,0.36759897645412215,female
